Pipeline Description: Final StackedEnsemble pipeline with ensemble_level=1 transforming 21 original features -> 63 features in each of 4 models each fit on 4 internal holdout splits then linearly blended
+---------+---------------+-------------+----------------+-----------+-------------+--------------+-------------+--------------------+---------------+---------------+----------------+-----------------+----------------------+-------------------+------------------------------+-----------------------------------+
|   index | Type          |   Num Folds |   Model Weight | booster   |   max_depth |   max_leaves |   subsample |   colsample_bytree | tree_method   | grow_policy   |   random_state |   learning rate | Target Transformer   |   Fitted features | Fit iterations [each fold]   | Fit tree/step count [each fold]   |
|---------+---------------+-------------+----------------+-----------+-------------+--------------+-------------+--------------------+---------------+---------------+----------------+-----------------+----------------------+-------------------+------------------------------+-----------------------------------|
|       0 | LightGBMModel |           4 |              1 | lightgbm  |           6 |           64 |         0.7 |                0.8 | gpu_hist      | depthwise     |          98765 |            0.05 | str                  |                63 | [68, 69, 65, 73]             | [68, 69, 65, 73]                  |
+---------+---------------+-------------+----------------+-----------+-------------+--------------+-------------+--------------------+---------------+---------------+----------------+-----------------+----------------------+-------------------+------------------------------+-----------------------------------+
+---------+-----------+------------+-----------+-----------------+--------------------+-------------------------+---------------+---------+----------+---------------+----------+-----------------+-----------+------------------+-------------+--------------+---------------------+--------------------+-------------------+----------------+----------------------------+----------------+----------+----------+-------------+---------------+-----------------+----------------+-------------+--------------+--------------------+----------------+----------+-------------+---------------+
|   index |   fold_id |   model_id | booster   | boosting_type   |   colsample_bytree |   early_stopping_rounds | eval_metric   |   gamma |   gpu_id | grow_policy   | labels   |   learning_rate |   max_bin |   max_delta_step |   max_depth |   max_leaves |   min_child_samples |   min_child_weight |   min_data_in_bin | model_origin   | monotonicity_constraints   |   n_estimators |   n_gpus |   n_jobs |   num_class |   num_classes | objective       |   random_state |   reg_alpha |   reg_lambda |   scale_pos_weight | score_f_name   | silent   |   subsample | tree_method   |
|---------+-----------+------------+-----------+-----------------+--------------------+-------------------------+---------------+---------+----------+---------------+----------+-----------------+-----------+------------------+-------------+--------------+---------------------+--------------------+-------------------+----------------+----------------------------+----------------+----------+----------+-------------+---------------+-----------------+----------------+-------------+--------------+--------------------+----------------+----------+-------------+---------------|
|       0 |         0 |          0 | lightgbm  | gbdt            |                0.8 |                      50 | auc           |       0 |        0 | depthwise     | [0, 1]   |            0.05 |       256 |                0 |           6 |           64 |                   1 |                  1 |                 1 | SEQUENCE       | False                      |           1200 |        1 |        2 |           1 |             2 | binary:logistic |          98765 |           0 |            1 |                  1 | AUC            | True     |         0.7 | gpu_hist      |
|       1 |         1 |          0 | lightgbm  | gbdt            |                0.8 |                      50 | auc           |       0 |        0 | depthwise     | [0, 1]   |            0.05 |       256 |                0 |           6 |           64 |                   1 |                  1 |                 1 | SEQUENCE       | False                      |           1200 |        1 |        2 |           1 |             2 | binary:logistic |          98765 |           0 |            1 |                  1 | AUC            | True     |         0.7 | gpu_hist      |
|       2 |         2 |          0 | lightgbm  | gbdt            |                0.8 |                      50 | auc           |       0 |        0 | depthwise     | [0, 1]   |            0.05 |       256 |                0 |           6 |           64 |                   1 |                  1 |                 1 | SEQUENCE       | False                      |           1200 |        1 |        2 |           1 |             2 | binary:logistic |          98765 |           0 |            1 |                  1 | AUC            | True     |         0.7 | gpu_hist      |
|       3 |         3 |          0 | lightgbm  | gbdt            |                0.8 |                      50 | auc           |       0 |        0 | depthwise     | [0, 1]   |            0.05 |       256 |                0 |           6 |           64 |                   1 |                  1 |                 1 | SEQUENCE       | False                      |           1200 |        1 |        2 |           1 |             2 | binary:logistic |          98765 |           0 |            1 |                  1 | AUC            | True     |         0.7 | gpu_hist      |
+---------+-----------+------------+-----------+-----------------+--------------------+-------------------------+---------------+---------+----------+---------------+----------+-----------------+-----------+------------------+-------------+--------------+---------------------+--------------------+-------------------+----------------+----------------------------+----------------+----------+----------+-------------+---------------+-----------------+----------------+-------------+--------------+--------------------+----------------+----------+-------------+---------------+
+--------------+----------+---------+--------------+--------------------+
|   Individual | Model    | do_te   | num_as_cat   |   interpretability |
|--------------+----------+---------+--------------+--------------------|
|            0 | LIGHTGBM | True    | True         |                  6 |
+--------------+----------+---------+--------------+--------------------+
Validation scores on out-of-fold predictions:
+---------+---------+------------+-----------+--------+--------+---------+---------+---------+------------+---------+
|   index |     MCC |   MACROAUC |   LOGLOSS |   GINI |     F2 |      F1 |     F05 |   AUCPR |   ACCURACY |     AUC |
|---------+---------+------------+-----------+--------+--------+---------+---------+---------+------------+---------|
|       0 | 0.40876 |    0.77685 |   0.43419 | 0.5537 | 0.6385 | 0.54007 | 0.56487 | 0.53062 |    0.81495 | 0.77685 |
+---------+---------+------------+-----------+--------+--------+---------+---------+---------+------------+---------+
+---------+--------+--------------+-------------------+-----------------------+----------------------+-----------------------+-----------------------+----------------------+-----------------------+-----------------------+----------------------+----------------------+-----------------------+-----------------------+
|   index |   Fold |   Train rows |   Validation rows | Validation score      | MCC                  | MACROAUC              | LOGLOSS               | GINI                 | F2                    | F1                    | F05                  | AUCPR                | ACCURACY              | AUC                   |
|---------+--------+--------------+-------------------+-----------------------+----------------------+-----------------------+-----------------------+----------------------+-----------------------+-----------------------+----------------------+----------------------+-----------------------+-----------------------|
|       0 |      0 |        18000 |              5999 | 0.76284 +/- 0.0084846 | 0.38571 +/- 0.014104 | 0.76284 +/- 0.0084846 | 0.45231 +/- 0.0083623 | 0.52568 +/- 0.016969 | 0.64302 +/- 0.0078202 | 0.52464 +/- 0.013768  | 0.55599 +/- 0.01394  | 0.50697 +/- 0.014402 | 0.80873 +/- 0.0045001 | 0.76284 +/- 0.0084846 |
|       1 |      1 |        17999 |              6000 | 0.77694 +/- 0.0072515 | 0.43401 +/- 0.013018 | 0.77694 +/- 0.0072515 | 0.41935 +/- 0.008458  | 0.55388 +/- 0.014503 | 0.62344 +/- 0.0084943 | 0.54467 +/- 0.010914  | 0.57546 +/- 0.011937 | 0.53107 +/- 0.015025 | 0.82687 +/- 0.0055487 | 0.77694 +/- 0.0072515 |
|       2 |      2 |        17999 |              6000 | 0.79118 +/- 0.0058283 | 0.43581 +/- 0.013705 | 0.79118 +/- 0.0058283 | 0.42887 +/- 0.0069324 | 0.58236 +/- 0.011657 | 0.65709 +/- 0.0078862 | 0.56753 +/- 0.010522  | 0.57456 +/- 0.011322 | 0.55298 +/- 0.014955 | 0.8159 +/- 0.0047618  | 0.79118 +/- 0.0058283 |
|       3 |      3 |        17999 |              6000 | 0.77945 +/- 0.0062979 | 0.4197 +/- 0.011365  | 0.77945 +/- 0.0062979 | 0.43582 +/- 0.0068046 | 0.5589 +/- 0.012596  | 0.64767 +/- 0.0076    | 0.54535 +/- 0.0095014 | 0.57605 +/- 0.011927 | 0.54018 +/- 0.011853 | 0.81548 +/- 0.0049498 | 0.77945 +/- 0.0062979 |
+---------+--------+--------------+-------------------+-----------------------+----------------------+-----------------------+-----------------------+----------------------+-----------------------+-----------------------+----------------------+----------------------+-----------------------+-----------------------+
ROC metrics on validation (internal or external holdout(s)) data:
+---------+-------------------------+------------------+------------------+-------------------+-------------------+-----------------------+----------------------+------------+-------------+-------------+------------+------------+
|   index |   Probability Threshold |   True Positives |   True Negatives |   False Positives |   False Negatives |   False Positive Rate |   True Positive Rate |   Accuracy |   Precision |      Recall |         F1 |        MCC |
|---------+-------------------------+------------------+------------------+-------------------+-------------------+-----------------------+----------------------+------------+-------------+-------------+------------+------------|
|       0 |               0         |             1327 |                0 |              4672 |                 0 |           1           |          1           |   0.221176 |    0.221176 | 1           | 0.3622     | 0          |
|       1 |               0.0254138 |             1327 |                0 |              4672 |                 0 |           0.999946    |          1           |   0.221218 |    0.221185 | 1           | 0.362212   | 0.00172919 |
|       2 |               0.0392694 |             1324 |               45 |              4627 |                 2 |           0.9903      |          0.998129    |   0.228301 |    0.222543 | 0.998129    | 0.363901   | 0.0355225  |
|       3 |               0.0430786 |             1322 |               95 |              4577 |                 4 |           0.979595    |          0.996652    |   0.236302 |    0.224172 | 0.996652    | 0.365973   | 0.0548379  |
|       4 |               0.0462181 |             1320 |              148 |              4524 |                 7 |           0.9682      |          0.994783    |   0.244761 |    0.225886 | 0.994783    | 0.368125   | 0.069036   |
|       5 |               0.0488809 |             1318 |              199 |              4473 |                 8 |           0.957228    |          0.993485    |   0.253011 |    0.22766  | 0.993485    | 0.370384   | 0.0817875  |
|       6 |               0.0513911 |             1315 |              247 |              4425 |                11 |           0.947058    |          0.991237    |   0.260428 |    0.229152 | 0.991237    | 0.372192   | 0.0897525  |
|       7 |               0.0538255 |             1314 |              307 |              4365 |                13 |           0.93427     |          0.990296    |   0.270178 |    0.231401 | 0.990296    | 0.375084   | 0.103038   |
|       8 |               0.0562201 |             1310 |              357 |              4315 |                17 |           0.923405    |          0.987267    |   0.27797  |    0.232947 | 0.987267    | 0.37689    | 0.109172   |
|       9 |               0.0585643 |             1306 |              410 |              4262 |                20 |           0.912165    |          0.984826    |   0.286179 |    0.234691 | 0.984826    | 0.378988   | 0.116835   |
|      10 |               0.0609975 |             1304 |              472 |              4200 |                23 |           0.898897    |          0.982751    |   0.296055 |    0.236949 | 0.982751    | 0.381772   | 0.126465   |
|      11 |               0.0630586 |             1302 |              530 |              4142 |                25 |           0.886432    |          0.981257    |   0.30543  |    0.239205 | 0.981257    | 0.384578   | 0.135836   |
|      12 |               0.0650242 |             1300 |              582 |              4090 |                26 |           0.875259    |          0.980119    |   0.313889 |    0.241305 | 0.980119    | 0.387204   | 0.144093   |
|      13 |               0.0673194 |             1296 |              638 |              4034 |                30 |           0.863385    |          0.976905    |   0.322431 |    0.243215 | 0.976905    | 0.389406   | 0.149522   |
|      14 |               0.0693146 |             1293 |              693 |              3979 |                33 |           0.85156     |          0.974831    |   0.331181 |    0.245368 | 0.974831    | 0.391992   | 0.156687   |
|      15 |               0.0714816 |             1289 |              754 |              3918 |                38 |           0.838607    |          0.971437    |   0.340515 |    0.24757  | 0.971437    | 0.394516   | 0.162787   |
|      16 |               0.0738435 |             1285 |              829 |              3843 |                41 |           0.822506    |          0.968981    |   0.352515 |    0.250716 | 0.968981    | 0.398297   | 0.172581   |
|      17 |               0.0754347 |             1283 |              878 |              3794 |                44 |           0.811911    |          0.966906    |   0.360307 |    0.25276  | 0.966906    | 0.400692   | 0.178289   |
|      18 |               0.077391  |             1277 |              939 |              3733 |                49 |           0.79891     |          0.962525    |   0.369474 |    0.25497  | 0.962525    | 0.403081   | 0.182963   |
|      19 |               0.079711  |             1271 |             1010 |              3662 |                55 |           0.783834    |          0.958024    |   0.380225 |    0.25769  | 0.958024    | 0.406078   | 0.189094   |
|      20 |               0.0816827 |             1266 |             1066 |              3606 |                60 |           0.771689    |          0.954657    |   0.388933 |    0.260009 | 0.954657    | 0.408643   | 0.194339   |
|      21 |               0.0838672 |             1261 |             1136 |              3536 |                65 |           0.756827    |          0.950491    |   0.3996   |    0.262904 | 0.950491    | 0.41183    | 0.200762   |
|      22 |               0.0856018 |             1254 |             1189 |              3483 |                72 |           0.745481    |          0.945598    |   0.407351 |    0.264831 | 0.945598    | 0.413722   | 0.203796   |
|      23 |               0.0872897 |             1249 |             1241 |              3431 |                77 |           0.734414    |          0.941491    |   0.415059 |    0.266892 | 0.941491    | 0.415836   | 0.207498   |
|      24 |               0.0890108 |             1245 |             1291 |              3381 |                81 |           0.723654    |          0.938532    |   0.422768 |    0.26916  | 0.938532    | 0.418286   | 0.212255   |
|      25 |               0.0907362 |             1239 |             1344 |              3328 |                87 |           0.712205    |          0.934206    |   0.430727 |    0.271387 | 0.934206    | 0.420535   | 0.216103   |
|      26 |               0.0926676 |             1235 |             1407 |              3265 |                92 |           0.698835    |          0.930792    |   0.440394 |    0.274421 | 0.930792    | 0.423819   | 0.222333   |
|      27 |               0.0948183 |             1227 |             1466 |              3206 |                99 |           0.686259    |          0.9253      |   0.448977 |    0.276868 | 0.9253      | 0.426153   | 0.225907   |
|      28 |               0.0966185 |             1222 |             1527 |              3145 |               104 |           0.673212    |          0.92133     |   0.458269 |    0.279857 | 0.92133     | 0.429259   | 0.23141    |
|      29 |               0.0984974 |             1214 |             1576 |              3096 |               112 |           0.66268     |          0.915133    |   0.465103 |    0.281668 | 0.915133    | 0.430707   | 0.232944   |
|      30 |               0.100349  |             1208 |             1632 |              3040 |               119 |           0.650579    |          0.910404    |   0.473478 |    0.284358 | 0.910404    | 0.433309   | 0.237159   |
|      31 |               0.10229   |             1200 |             1687 |              2985 |               127 |           0.63881     |          0.904369    |   0.481312 |    0.286724 | 0.904369    | 0.435357   | 0.239928   |
|      32 |               0.104622  |             1193 |             1747 |              2925 |               133 |           0.626022    |          0.899455    |   0.490187 |    0.289758 | 0.899455    | 0.438266   | 0.24459    |
|      33 |               0.106612  |             1188 |             1800 |              2872 |               139 |           0.614726    |          0.895299    |   0.498062 |    0.292569 | 0.895299    | 0.440968   | 0.248948   |
|      34 |               0.109045  |             1180 |             1867 |              2805 |               146 |           0.600392    |          0.889785    |   0.508021 |    0.296192 | 0.889785    | 0.444392   | 0.254341   |
|      35 |               0.11137   |             1174 |             1930 |              2742 |               152 |           0.586904    |          0.885048    |   0.51748  |    0.299841 | 0.885048    | 0.447881   | 0.259911   |
|      36 |               0.113777  |             1166 |             1995 |              2677 |               160 |           0.573048    |          0.879161    |   0.52698  |    0.303477 | 0.879161    | 0.451156   | 0.264809   |
|      37 |               0.11603   |             1158 |             2053 |              2619 |               168 |           0.560586    |          0.873075    |   0.535356 |    0.306667 | 0.873075    | 0.453859   | 0.268608   |
|      38 |               0.117745  |             1152 |             2093 |              2579 |               174 |           0.552025    |          0.868403    |   0.540981 |    0.30879  | 0.868403    | 0.455539   | 0.270816   |
|      39 |               0.119466  |             1146 |             2131 |              2541 |               180 |           0.543942    |          0.86408     |   0.546314 |    0.310873 | 0.86408     | 0.457194   | 0.273047   |
|      40 |               0.121621  |             1140 |             2181 |              2491 |               186 |           0.533131    |          0.859203    |   0.553648 |    0.313965 | 0.859203    | 0.45983    | 0.276885   |
|      41 |               0.123652  |             1134 |             2229 |              2443 |               193 |           0.522858    |          0.854525    |   0.560607 |    0.316982 | 0.854525    | 0.462372   | 0.280562   |
|      42 |               0.125599  |             1126 |             2271 |              2401 |               200 |           0.513914    |          0.8491      |   0.566357 |    0.319347 | 0.8491      | 0.464063   | 0.282657   |
|      43 |               0.127449  |             1121 |             2312 |              2360 |               206 |           0.505072    |          0.844803    |   0.572274 |    0.322036 | 0.844803    | 0.466224   | 0.285726   |
